Game_ID,Team,Season,Date,Game,Pts_For_Avg,Pts_Agst_Avg,Rebs_Tot_Avg,Rebs_Off_Avg,Rebs_Def_Avg,Blks_Avg,STL_Avg,FGA_Avg,FGM_Avg,FG_PCT_Avg,FTA_Avg,FTM_Avg,FT_PCT_Avg,FG3M_Avg,FG3_PCT_Avg,PF_Avg
0020200984,Atlanta,2002,2003-03-21,70,93.7,97.9,42.7,11.8,30.9,5.6,7.4,78.4,34.6,44.1%,25.0,19.7,78.2%,4.9,34.4%,22.2
0020200995,Atlanta,2002,2003-03-22,71,93.9,98.0,42.7,11.7,30.9,5.5,7.5,78.3,34.6,44.3%,25.2,19.9,78.4%,4.9,34.7%,22.2
0020201017,Atlanta,2002,2003-03-25,72,93.9,97.9,42.7,11.7,31.0,5.6,7.5,78.3,34.6,44.3%,25.1,19.8,78.6%,4.9,35.1%,22.2
0020201025,Atlanta,2002,2003-03-26,73,93.9,98.0,42.7,11.7,31.0,5.6,7.4,78.2,34.6,44.3%,25.1,19.8,78.7%,4.9,35.1%,22.2
0020201048,Atlanta,2002,2003-03-29,74,93.9,98.1,42.7,11.6,31.1,5.7,7.4,78.3,34.6,44.3%,25.0,19.8,78.8%,4.9,35.1%,22.2
0020201085,Atlanta,2002,2003-04-03,75,93.9,98.2,42.7,11.6,31.1,5.7,7.4,78.4,34.6,44.3%,25.0,19.8,78.8%,4.8,34.8%,22.1
0020201098,Atlanta,2002,2003-04-05,76,93.8,98.1,42.6,11.6,31.0,5.7,7.4,78.3,34.6,44.3%,25.0,19.8,79.0%,4.8,34.7%,22.0
0020201116,Atlanta,2002,2003-04-08,77,93.9,98.0,42.6,11.6,31.0,5.7,7.4,78.4,34.7,44.3%,24.8,19.7,79.0%,4.8,34.7%,22.0
0020201127,Atlanta,2002,2003-04-09,78,93.9,98.0,42.6,11.6,31.0,5.7,7.5,78.4,34.7,44.3%,24.9,19.8,79.2%,4.8,34.5%,22.0
0020201138,Atlanta,2002,2003-04-11,79,93.9,98.0,42.6,11.6,31.0,5.7,7.5,78.4,34.7,44.4%,24.8,19.7,78.9%,4.8,34.9%,21.9
0020201150,Atlanta,2002,2003-04-12,80,94.1,97.8,42.7,11.6,31.1,5.7,7.5,78.5,34.8,44.4%,24.8,19.7,78.9%,4.8,34.9%,21.8
0020201166,Atlanta,2002,2003-04-14,81,94.2,97.9,42.6,11.6,31.1,5.7,7.5,78.6,34.9,44.5%,24.7,19.5,78.9%,4.9,35.2%,21.8
0020201183,Atlanta,2002,2003-04-16,82,94.3,97.7,42.6,11.5,31.1,5.8,7.5,78.5,34.9,44.5%,24.7,19.6,79.0%,4.9,35.4%,21.8
0020300006,Atlanta,2003,2003-10-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020300024,Atlanta,2003,2003-10-31,2,83.0,88.0,58.0,10.0,48.0,11.0,7.0,83.0,33.0,39.8%,19.0,14.0,73.7%,3.0,21.4%,20.0
0020300029,Atlanta,2003,2003-11-01,3,88.5,94.0,53.0,11.5,41.5,9.0,6.5,86.5,34.5,39.9%,20.0,14.5,72.6%,5.0,39.9%,24.5
0020300042,Atlanta,2003,2003-11-03,4,92.0,97.0,47.3,9.0,38.3,9.0,6.0,83.3,35.0,42.2%,23.7,16.7,70.9%,5.3,39.1%,25.3
0020300060,Atlanta,2003,2003-11-05,5,91.5,92.8,48.0,11.3,36.8,8.5,6.0,83.0,35.0,42.3%,23.5,16.3,69.5%,5.3,37.6%,24.5
0020300084,Atlanta,2003,2003-11-08,6,87.6,94.0,47.0,11.6,35.4,7.6,6.4,82.2,33.8,41.2%,22.8,15.0,65.6%,5.0,36.8%,24.6
0020300089,Atlanta,2003,2003-11-09,7,86.8,93.3,46.7,11.7,35.0,7.5,6.3,81.8,34.0,41.6%,21.3,14.3,67.8%,4.5,32.3%,22.3
0020300102,Atlanta,2003,2003-11-11,8,87.4,91.6,45.9,11.3,34.6,7.4,7.1,80.3,34.0,42.5%,21.0,14.4,69.4%,5.0,35.3%,21.6
0020300109,Atlanta,2003,2003-11-12,9,89.4,94.5,43.9,10.6,33.3,7.3,7.3,79.0,34.5,44.0%,21.0,15.1,72.6%,5.3,35.8%,21.6
0020300128,Atlanta,2003,2003-11-15,10,90.4,94.4,43.9,10.9,33.0,6.6,7.1,79.2,34.8,44.2%,20.7,15.1,73.8%,5.8,37.1%,21.3
0020300141,Atlanta,2003,2003-11-17,11,89.9,95.0,43.4,10.9,32.5,6.4,6.9,78.9,34.2,43.6%,21.6,15.9,74.1%,5.6,36.7%,21.6
0020300147,Atlanta,2003,2003-11-18,12,90.5,96.0,43.0,11.1,31.9,6.8,7.0,78.2,33.8,43.5%,23.2,17.5,75.3%,5.4,35.5%,22.4
0020300168,Atlanta,2003,2003-11-21,13,91.4,95.8,43.4,11.4,32.0,6.6,7.2,78.6,34.2,43.7%,23.3,17.8,76.3%,5.3,34.9%,22.8
0020300177,Atlanta,2003,2003-11-22,14,90.2,97.2,43.2,11.5,31.8,6.5,7.3,78.7,33.6,42.9%,23.5,18.0,76.3%,4.9,33.2%,22.2
0020300190,Atlanta,2003,2003-11-24,15,90.3,96.1,43.4,11.4,32.0,6.6,7.3,79.1,33.9,43.0%,22.9,17.7,77.5%,4.7,32.2%,21.9
0020300202,Atlanta,2003,2003-11-26,16,90.2,96.0,43.5,11.3,32.2,6.8,7.2,78.5,33.7,43.1%,23.1,18.2,78.8%,4.7,31.9%,22.2
0020300212,Atlanta,2003,2003-11-28,17,90.6,96.2,43.6,11.5,32.1,6.7,7.3,79.1,34.2,43.4%,22.8,17.8,78.0%,4.4,30.6%,22.1
0020300224,Atlanta,2003,2003-11-29,18,90.9,95.4,44.1,11.7,32.4,6.6,7.5,79.4,34.1,43.1%,23.1,18.2,78.5%,4.5,30.8%,21.8
0020300243,Atlanta,2003,2003-12-02,19,90.6,95.6,43.7,11.6,32.1,6.4,7.3,79.1,34.1,43.2%,22.8,18.0,78.8%,4.5,30.6%,21.6
0020300259,Atlanta,2003,2003-12-05,20,90.8,96.1,44.3,12.1,32.3,6.3,7.1,79.6,34.1,43.0%,23.1,18.1,78.4%,4.5,30.4%,21.5
0020300273,Atlanta,2003,2003-12-06,21,90.6,95.9,44.2,11.9,32.3,6.2,7.1,79.2,34.1,43.1%,23.3,18.1,77.8%,4.4,30.3%,21.7
0020300293,Atlanta,2003,2003-12-09,22,90.3,95.9,43.8,11.8,32.0,6.1,7.0,78.9,34.0,43.3%,23.1,18.0,77.7%,4.2,29.8%,21.8
0020300302,Atlanta,2003,2003-12-10,23,91.3,96.0,44.0,11.9,32.0,6.2,7.2,79.1,34.6,43.8%,23.4,18.0,77.2%,4.1,29.4%,21.9
0020300313,Atlanta,2003,2003-12-12,24,91.3,96.3,44.1,12.0,32.0,6.2,7.1,79.5,34.6,43.7%,23.2,17.9,77.4%,4.1,29.6%,22.0
0020300321,Atlanta,2003,2003-12-13,25,91.3,96.5,43.9,12.0,32.0,6.1,7.0,79.5,34.8,43.8%,22.9,17.7,77.6%,4.1,29.6%,22.0
0020300340,Atlanta,2003,2003-12-16,26,91.7,96.9,43.9,12.0,32.0,6.0,6.9,79.9,34.9,43.8%,22.8,17.6,77.7%,4.2,30.2%,22.2
0020300351,Atlanta,2003,2003-12-17,27,91.2,96.9,44.0,11.9,32.0,6.1,6.8,79.9,34.8,43.6%,22.5,17.5,77.6%,4.2,30.5%,22.2
0020300365,Atlanta,2003,2003-12-19,28,91.0,96.9,44.0,12.0,32.0,5.9,6.9,80.0,34.8,43.6%,22.4,17.3,77.2%,4.1,29.3%,22.2
0020300371,Atlanta,2003,2003-12-20,29,90.8,97.0,44.0,11.9,32.1,6.0,6.8,80.1,34.8,43.5%,22.4,17.2,76.9%,4.1,29.7%,22.1
0020300393,Atlanta,2003,2003-12-23,30,90.9,97.2,43.8,11.9,31.9,5.9,6.7,79.8,34.7,43.5%,22.6,17.5,77.5%,4.0,29.6%,22.0
0020300406,Atlanta,2003,2003-12-26,31,90.9,96.9,43.9,11.8,32.1,5.9,6.8,79.6,34.7,43.7%,22.7,17.5,77.3%,4.1,29.9%,22.0
0020300417,Atlanta,2003,2003-12-27,32,90.5,97.3,43.6,11.8,31.9,5.8,6.7,79.3,34.6,43.7%,22.5,17.4,77.2%,4.0,29.7%,21.9
0020300439,Atlanta,2003,2003-12-30,33,90.3,96.9,43.6,11.8,31.8,5.8,6.7,79.1,34.5,43.7%,22.3,17.2,76.9%,4.1,29.9%,21.8
0020300458,Atlanta,2003,2004-01-02,34,90.1,96.2,43.7,11.8,31.9,5.7,6.9,79.4,34.6,43.7%,22.1,16.9,76.2%,3.9,29.0%,21.9
0020300471,Atlanta,2003,2004-01-03,35,89.7,96.1,43.4,11.6,31.7,5.7,6.8,79.3,34.5,43.6%,22.0,16.8,76.2%,3.9,29.2%,21.8
0020300490,Atlanta,2003,2004-01-06,36,89.5,95.5,43.5,11.8,31.7,5.6,6.7,79.4,34.5,43.5%,21.9,16.7,76.1%,3.9,29.2%,21.7
0020300515,Atlanta,2003,2004-01-09,37,89.5,95.8,43.6,11.9,31.6,5.6,6.7,79.3,34.5,43.6%,21.8,16.7,76.3%,3.8,29.0%,21.6
0020300522,Atlanta,2003,2004-01-10,38,88.9,96.3,43.2,11.7,31.4,5.6,6.6,78.9,34.3,43.5%,21.7,16.6,76.4%,3.7,28.5%,21.6
0020300534,Atlanta,2003,2004-01-13,39,88.4,96.2,42.9,11.5,31.4,5.8,6.7,78.6,34.1,43.4%,21.8,16.7,76.3%,3.6,28.0%,21.8
0020300544,Atlanta,2003,2004-01-14,40,88.4,95.7,42.9,11.5,31.5,5.6,6.8,78.3,34.0,43.4%,21.8,16.8,76.6%,3.6,28.3%,22.0
0020300568,Atlanta,2003,2004-01-17,41,88.1,95.4,42.8,11.5,31.4,5.7,6.9,78.4,33.9,43.4%,21.7,16.7,76.7%,3.5,27.9%,22.2
0020300582,Atlanta,2003,2004-01-19,42,87.8,94.8,43.0,11.4,31.5,5.8,6.8,78.2,33.8,43.2%,21.7,16.6,76.4%,3.6,28.9%,22.2
0020300597,Atlanta,2003,2004-01-21,43,88.0,94.9,42.8,11.3,31.4,5.7,6.8,77.9,33.8,43.4%,21.8,16.8,76.8%,3.6,29.6%,22.4
0020300611,Atlanta,2003,2004-01-23,44,88.2,94.7,42.7,11.4,31.3,5.6,6.9,77.8,33.8,43.6%,21.8,16.8,76.9%,3.7,29.8%,22.3
0020300632,Atlanta,2003,2004-01-25,45,88.3,94.8,42.7,11.5,31.2,5.5,6.9,77.8,33.9,43.6%,21.9,16.9,76.6%,3.7,29.7%,22.3
0020300642,Atlanta,2003,2004-01-27,46,88.4,94.5,42.5,11.4,31.0,5.6,7.0,77.8,33.9,43.7%,21.8,16.8,76.8%,3.8,30.0%,22.4
0020300658,Atlanta,2003,2004-01-29,47,88.3,94.3,42.5,11.4,31.2,5.5,7.0,77.7,33.8,43.6%,21.9,16.9,77.0%,3.8,30.0%,22.4
0020300672,Atlanta,2003,2004-01-31,48,88.3,94.3,42.5,11.4,31.1,5.5,7.0,77.7,33.9,43.7%,21.7,16.7,76.7%,3.8,30.0%,22.4
0020300685,Atlanta,2003,2004-02-02,49,88.4,94.1,42.6,11.4,31.2,5.5,7.1,77.7,33.9,43.7%,21.8,16.8,76.6%,3.8,30.0%,22.3
0020300702,Atlanta,2003,2004-02-04,50,88.5,94.2,42.6,11.4,31.1,5.5,7.1,77.7,33.9,43.7%,21.9,16.9,76.7%,3.8,30.3%,22.3
0020300711,Atlanta,2003,2004-02-06,51,88.7,94.1,42.8,11.5,31.3,5.5,7.0,77.9,34.0,43.7%,21.9,16.9,76.8%,3.8,30.4%,22.2
0020300724,Atlanta,2003,2004-02-07,52,88.9,94.2,42.7,11.4,31.3,5.6,7.1,77.7,34.0,43.9%,22.0,16.9,76.7%,3.9,30.6%,22.2
0020300738,Atlanta,2003,2004-02-09,53,88.7,94.0,42.7,11.4,31.3,5.5,7.2,77.7,33.9,43.8%,22.0,16.9,76.7%,3.8,30.3%,22.3
0020300776,Atlanta,2003,2004-02-18,54,88.9,94.0,42.8,11.4,31.4,5.5,7.2,77.8,34.0,43.8%,22.2,17.0,76.6%,3.8,30.1%,22.2
0020300787,Atlanta,2003,2004-02-20,55,89.0,94.1,42.9,11.6,31.3,5.6,7.3,78.0,34.0,43.7%,22.0,16.9,76.7%,4.0,30.4%,22.2
0020300809,Atlanta,2003,2004-02-22,56,89.0,94.7,42.7,11.6,31.1,5.6,7.4,78.1,34.0,43.7%,22.1,17.0,76.7%,4.0,30.5%,22.1
0020300818,Atlanta,2003,2004-02-24,57,89.6,95.2,42.7,11.6,31.1,5.6,7.4,78.6,34.3,43.7%,22.0,16.9,76.5%,4.1,30.6%,22.3
0020300840,Atlanta,2003,2004-02-27,58,89.5,94.8,42.7,11.6,31.1,5.6,7.4,78.6,34.2,43.7%,22.1,16.9,76.4%,4.2,30.6%,22.2
0020300849,Atlanta,2003,2004-02-28,59,89.4,95.0,42.8,11.7,31.1,5.6,7.5,78.7,34.1,43.5%,22.2,16.9,76.1%,4.2,30.8%,22.3
0020300869,Atlanta,2003,2004-03-02,60,89.6,95.2,42.9,11.8,31.2,5.6,7.5,78.8,34.2,43.5%,22.2,16.9,75.8%,4.3,30.7%,22.2
0020300876,Atlanta,2003,2004-03-03,61,89.7,95.1,43.0,11.8,31.2,5.6,7.4,78.9,34.2,43.5%,22.3,16.9,75.9%,4.3,30.7%,22.3
0020300887,Atlanta,2003,2004-03-05,62,89.5,95.4,42.9,11.7,31.2,5.6,7.3,78.9,34.1,43.3%,22.3,16.9,75.8%,4.4,31.1%,22.3
0020300914,Atlanta,2003,2004-03-08,63,89.6,95.5,43.0,11.9,31.1,5.6,7.3,79.0,34.1,43.3%,22.4,17.0,75.9%,4.4,31.0%,22.2
0020300932,Atlanta,2003,2004-03-10,64,89.8,95.7,42.9,11.9,31.0,5.5,7.3,79.1,34.1,43.2%,22.5,17.2,76.1%,4.4,31.1%,22.4
0020300942,Atlanta,2003,2004-03-12,65,89.6,95.7,42.9,11.8,31.1,5.4,7.3,79.1,34.1,43.2%,22.5,17.1,76.0%,4.4,31.0%,22.5
0020300955,Atlanta,2003,2004-03-14,66,90.4,96.1,42.8,11.8,31.0,5.4,7.4,79.1,34.2,43.4%,22.8,17.4,76.2%,4.5,31.5%,22.5
0020300971,Atlanta,2003,2004-03-16,67,90.3,96.2,42.8,11.8,30.9,5.3,7.3,79.1,34.2,43.3%,22.8,17.4,76.0%,4.5,31.3%,22.3
0020300980,Atlanta,2003,2004-03-17,68,90.6,96.5,42.7,11.8,30.9,5.3,7.3,79.0,34.2,43.3%,23.1,17.7,76.2%,4.6,31.4%,22.4
0020300986,Atlanta,2003,2004-03-19,69,90.9,96.7,42.8,11.8,31.0,5.2,7.3,79.1,34.3,43.4%,23.1,17.7,76.2%,4.6,31.5%,22.3
0020300998,Atlanta,2003,2004-03-20,70,90.8,96.7,42.8,11.9,30.9,5.2,7.3,79.3,34.2,43.3%,23.0,17.7,76.3%,4.6,31.5%,22.3
0020301015,Atlanta,2003,2004-03-22,71,90.6,96.5,42.8,11.9,30.9,5.2,7.3,79.2,34.2,43.2%,23.1,17.7,76.3%,4.6,31.3%,22.2
0020301035,Atlanta,2003,2004-03-25,72,90.5,96.5,42.7,11.9,30.8,5.2,7.4,79.2,34.1,43.1%,23.3,17.8,76.3%,4.6,31.1%,22.2
0020301049,Atlanta,2003,2004-03-27,73,90.5,96.2,42.8,11.9,30.8,5.2,7.3,79.1,34.1,43.2%,23.1,17.7,76.4%,4.6,31.2%,22.1
0020301067,Atlanta,2003,2004-03-29,74,90.5,96.1,42.8,11.9,30.9,5.1,7.4,79.1,34.0,43.1%,23.3,17.9,76.4%,4.6,31.3%,22.1
0020301080,Atlanta,2003,2004-03-31,75,91.1,96.6,42.9,12.0,30.9,5.1,7.5,79.4,34.1,43.1%,23.7,18.3,76.6%,4.6,31.2%,22.3
0020301089,Atlanta,2003,2004-04-02,76,91.2,96.7,43.1,12.2,30.9,5.1,7.5,79.4,34.1,43.0%,23.8,18.4,76.7%,4.7,31.3%,22.2
0020301112,Atlanta,2003,2004-04-04,77,91.3,96.6,43.0,12.1,30.9,5.1,7.5,79.3,34.0,43.0%,24.0,18.5,76.6%,4.7,31.3%,22.3
0020301117,Atlanta,2003,2004-04-06,78,91.2,96.7,42.8,12.1,30.8,5.0,7.5,79.2,33.9,42.9%,24.1,18.6,76.7%,4.8,31.3%,22.2
0020301142,Atlanta,2003,2004-04-09,79,91.3,96.8,42.9,12.1,30.8,5.0,7.5,79.3,34.0,42.9%,24.2,18.6,76.7%,4.8,31.3%,22.2
0020301150,Atlanta,2003,2004-04-10,80,91.6,96.8,42.9,12.1,30.8,5.0,7.6,79.4,34.1,43.0%,24.1,18.6,76.8%,4.8,31.4%,22.2
0020301164,Atlanta,2003,2004-04-12,81,91.9,96.9,42.9,12.1,30.7,5.0,7.6,79.5,34.2,43.1%,24.1,18.7,77.1%,4.9,31.4%,22.3
0020301176,Atlanta,2003,2004-04-14,82,92.3,97.0,42.8,12.1,30.6,5.0,7.6,79.5,34.3,43.3%,24.0,18.6,77.2%,5.0,31.9%,22.2
0020400013,Atlanta,2004,2004-11-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020400029,Atlanta,2004,2004-11-05,2,82.0,112.0,54.0,27.0,27.0,4.0,9.0,96.0,32.0,33.3%,23.0,13.0,56.5%,5.0,33.3%,24.0
0020400044,Atlanta,2004,2004-11-07,3,83.5,109.0,41.0,19.0,22.0,3.0,7.5,85.0,31.5,37.6%,23.5,15.5,65.8%,5.0,41.7%,25.0
0020400051,Atlanta,2004,2004-11-09,4,85.7,108.0,37.7,16.7,21.0,3.3,9.0,85.3,33.3,39.4%,21.3,14.3,67.4%,4.7,35.2%,24.7
0020400077,Atlanta,2004,2004-11-12,5,84.0,104.3,36.5,15.0,21.5,3.0,8.8,82.3,33.0,40.5%,21.8,14.3,65.8%,3.8,28.7%,25.3
0020400083,Atlanta,2004,2004-11-13,6,86.4,102.4,35.2,13.4,21.8,2.8,9.0,81.0,34.0,42.4%,21.8,14.2,65.3%,4.2,32.9%,25.0
0020400100,Atlanta,2004,2004-11-16,7,86.7,102.5,37.5,13.2,24.3,2.3,9.2,81.5,33.8,41.9%,22.2,14.7,66.2%,4.3,35.8%,25.5
0020400108,Atlanta,2004,2004-11-17,8,86.9,99.9,37.9,12.6,25.3,2.3,9.1,80.6,34.0,42.6%,22.7,14.9,65.6%,4.0,33.5%,23.9
0020400130,Atlanta,2004,2004-11-20,9,86.8,99.0,37.6,12.4,25.3,2.5,9.5,80.3,33.9,42.5%,22.8,14.8,65.0%,4.3,33.7%,24.4
0020400153,Atlanta,2004,2004-11-23,10,85.9,98.2,37.6,12.9,24.7,2.8,9.2,80.3,33.7,42.2%,22.7,14.2,62.8%,4.3,33.3%,24.8
0020400164,Atlanta,2004,2004-11-24,11,86.1,98.8,37.4,12.2,25.2,3.0,9.6,80.7,34.2,42.6%,22.0,13.7,62.2%,4.0,30.8%,24.6
0020400174,Atlanta,2004,2004-11-26,12,86.7,98.8,38.2,12.3,25.9,3.1,9.2,80.8,34.0,42.3%,22.5,14.5,63.7%,4.3,32.2%,24.5
0020400185,Atlanta,2004,2004-11-27,13,87.8,100.3,37.7,12.0,25.7,2.9,9.2,80.4,34.3,42.9%,23.2,14.8,63.4%,4.3,32.1%,25.0
0020400203,Atlanta,2004,2004-11-30,14,88.1,100.8,37.8,11.8,26.0,2.9,9.0,80.3,34.8,43.5%,22.5,14.3,63.4%,4.2,31.3%,25.1
0020400226,Atlanta,2004,2004-12-03,15,89.6,101.5,38.6,11.9,26.8,3.1,8.8,80.1,35.0,43.9%,23.3,14.9,63.7%,4.6,33.5%,25.1
0020400235,Atlanta,2004,2004-12-04,16,89.6,102.3,39.5,12.4,27.1,3.1,8.6,80.0,34.9,43.9%,23.7,15.2,63.8%,4.5,32.6%,24.9
0020400249,Atlanta,2004,2004-12-06,17,89.5,102.8,39.1,12.3,26.8,3.1,8.4,79.3,34.6,43.8%,24.4,15.9,64.7%,4.4,32.0%,25.2
0020400265,Atlanta,2004,2004-12-08,18,89.9,102.1,39.9,12.7,27.2,3.2,8.1,79.6,34.4,43.3%,25.3,16.8,65.3%,4.4,31.3%,24.9
0020400280,Atlanta,2004,2004-12-10,19,89.8,101.8,39.8,12.7,27.2,3.4,8.1,79.3,34.1,43.1%,25.8,17.4,66.1%,4.3,31.4%,25.2
0020400287,Atlanta,2004,2004-12-11,20,89.7,100.3,39.7,12.3,27.4,3.7,8.1,78.7,34.3,43.8%,25.1,16.8,65.2%,4.4,31.6%,25.5
0020400310,Atlanta,2004,2004-12-14,21,89.8,100.0,40.0,12.5,27.5,3.8,8.0,78.7,34.4,44.0%,24.9,16.6,64.8%,4.4,31.8%,25.5
0020400323,Atlanta,2004,2004-12-15,22,90.1,100.4,40.1,12.7,27.4,3.9,8.0,78.9,34.6,44.0%,25.0,16.6,64.9%,4.3,31.3%,25.8
0020400332,Atlanta,2004,2004-12-17,23,89.1,100.0,40.5,13.0,27.6,3.8,8.0,78.9,34.2,43.6%,24.9,16.5,64.7%,4.2,30.3%,25.6
0020400346,Atlanta,2004,2004-12-18,24,88.9,100.0,40.5,13.2,27.3,3.7,8.3,79.3,34.1,43.3%,25.0,16.5,64.5%,4.2,30.0%,25.4
0020400371,Atlanta,2004,2004-12-22,25,88.0,99.6,40.7,13.2,27.5,4.1,8.3,79.4,34.0,43.0%,24.7,16.1,63.7%,4.0,28.8%,25.3
0020400395,Atlanta,2004,2004-12-27,26,89.0,99.6,40.9,13.4,27.6,4.0,8.6,79.7,34.4,43.4%,25.0,16.2,63.4%,4.0,28.5%,25.2
0020400401,Atlanta,2004,2004-12-28,27,89.5,100.2,40.5,13.2,27.3,4.0,8.5,79.7,34.7,43.7%,24.9,16.3,64.0%,3.9,28.2%,25.5
0020400417,Atlanta,2004,2004-12-30,28,90.0,100.6,40.3,13.0,27.3,4.1,8.6,79.6,34.9,44.1%,24.8,16.3,64.2%,3.9,28.4%,25.5
0020400432,Atlanta,2004,2005-01-02,29,89.6,100.4,40.4,13.2,27.2,4.1,8.4,79.6,34.8,43.9%,24.6,16.1,64.0%,4.0,28.6%,25.4
0020400457,Atlanta,2004,2005-01-05,30,90.0,100.5,40.6,13.2,27.4,4.2,8.4,79.9,34.9,43.9%,24.6,16.2,64.7%,4.0,28.7%,25.3
0020400472,Atlanta,2004,2005-01-07,31,89.8,100.5,40.5,13.3,27.2,4.1,8.2,79.8,34.8,43.8%,24.6,16.3,64.8%,4.0,28.6%,25.2
0020400500,Atlanta,2004,2005-01-11,32,90.1,100.5,40.7,13.3,27.5,4.0,8.2,80.0,35.0,43.9%,24.5,16.2,64.8%,3.9,28.0%,25.0
0020400522,Atlanta,2004,2005-01-14,33,90.5,99.9,40.9,13.3,27.7,4.2,8.2,79.9,35.3,44.3%,24.4,16.1,65.0%,3.8,28.3%,24.9
0020400532,Atlanta,2004,2005-01-15,34,90.6,100.1,41.2,13.4,27.8,4.2,8.3,80.3,35.3,44.2%,24.5,16.1,64.6%,3.8,28.1%,24.9
0020400547,Atlanta,2004,2005-01-17,35,90.9,99.9,41.6,13.5,28.1,4.3,8.2,80.4,35.5,44.4%,24.5,16.1,64.7%,3.8,28.6%,24.7
0020400564,Atlanta,2004,2005-01-19,36,90.7,99.5,41.9,13.5,28.3,4.3,8.1,80.2,35.4,44.3%,24.6,16.2,64.8%,3.8,28.4%,24.7
0020400578,Atlanta,2004,2005-01-21,37,90.8,99.8,41.9,13.6,28.3,4.3,8.1,80.3,35.4,44.2%,24.7,16.3,64.9%,3.8,28.1%,24.9
0020400584,Atlanta,2004,2005-01-22,38,90.6,99.7,42.1,13.9,28.2,4.3,8.1,80.4,35.2,43.9%,25.1,16.5,64.9%,3.7,28.1%,24.9
0020400600,Atlanta,2004,2005-01-24,39,90.9,99.6,42.3,14.1,28.2,4.3,8.2,80.7,35.3,43.9%,25.2,16.6,64.9%,3.7,28.4%,24.7
0020400619,Atlanta,2004,2005-01-26,40,90.6,99.8,42.4,14.1,28.3,4.3,8.2,80.6,35.1,43.6%,25.4,16.8,65.3%,3.7,28.3%,24.7
0020400631,Atlanta,2004,2005-01-28,41,90.6,99.9,42.4,14.2,28.2,4.2,8.1,80.6,35.0,43.6%,25.3,16.8,65.5%,3.7,28.3%,24.4
0020400642,Atlanta,2004,2005-01-29,42,90.7,100.0,42.0,13.9,28.1,4.2,8.1,80.4,35.0,43.8%,25.1,16.7,65.5%,3.9,29.0%,24.5
0020400655,Atlanta,2004,2005-01-31,43,90.5,99.6,41.9,13.9,28.0,4.2,8.0,80.2,35.0,43.7%,25.0,16.6,65.7%,4.0,29.5%,24.4
0020400672,Atlanta,2004,2005-02-02,44,90.3,99.2,41.9,13.7,28.2,4.3,8.0,80.1,34.9,43.7%,24.7,16.5,65.8%,4.0,29.5%,24.3
0020400681,Atlanta,2004,2005-02-04,45,90.1,99.2,41.8,13.8,28.1,4.2,8.0,80.1,34.9,43.7%,24.6,16.4,65.8%,3.9,29.3%,24.1
0020400691,Atlanta,2004,2005-02-05,46,90.0,99.3,41.8,13.6,28.2,4.2,7.9,80.1,34.8,43.6%,24.5,16.4,66.1%,3.9,29.3%,24.2
0020400705,Atlanta,2004,2005-02-07,47,89.8,98.9,41.8,13.7,28.2,4.1,7.9,80.2,34.8,43.5%,24.4,16.2,65.7%,3.9,29.5%,24.2
0020400727,Atlanta,2004,2005-02-10,48,90.3,99.1,41.9,13.7,28.2,4.1,7.9,80.4,35.0,43.7%,24.5,16.4,65.9%,3.9,29.7%,24.4
0020400744,Atlanta,2004,2005-02-12,49,90.4,99.2,41.9,13.6,28.3,4.0,7.9,80.5,35.0,43.7%,24.5,16.4,66.0%,3.9,30.0%,24.5
0020400763,Atlanta,2004,2005-02-15,50,90.2,99.4,41.9,13.6,28.3,4.0,7.9,80.4,34.9,43.6%,24.6,16.5,66.2%,3.9,29.6%,24.5
0020400773,Atlanta,2004,2005-02-16,51,90.4,99.5,41.8,13.6,28.2,4.1,7.8,80.3,34.9,43.6%,24.8,16.7,66.4%,3.8,29.4%,24.5
0020400788,Atlanta,2004,2005-02-22,52,90.3,99.7,41.9,13.7,28.2,4.2,7.8,80.5,35.0,43.6%,24.6,16.5,66.4%,3.8,29.1%,24.3
0020400800,Atlanta,2004,2005-02-23,53,90.6,100.0,41.9,13.8,28.2,4.2,7.8,80.7,35.1,43.7%,24.5,16.5,66.6%,3.8,29.3%,24.3
0020400810,Atlanta,2004,2005-02-25,54,90.7,100.0,42.3,13.9,28.4,4.2,7.8,81.0,35.2,43.6%,24.2,16.3,66.5%,3.9,29.5%,24.2
0020400829,Atlanta,2004,2005-02-27,55,90.9,100.0,42.2,13.9,28.3,4.2,7.7,81.2,35.4,43.7%,24.0,16.2,66.8%,3.9,29.6%,24.2
0020400839,Atlanta,2004,2005-03-01,56,91.1,100.2,42.1,13.8,28.3,4.2,7.7,81.1,35.5,43.9%,24.1,16.2,66.8%,3.9,30.0%,24.3
0020400849,Atlanta,2004,2005-03-02,57,90.8,100.2,41.9,13.8,28.1,4.2,7.8,80.9,35.3,43.8%,24.2,16.4,67.0%,3.8,29.7%,24.2
0020400868,Atlanta,2004,2005-03-05,58,90.5,100.1,41.8,13.8,28.1,4.2,7.8,80.7,35.2,43.6%,24.3,16.5,67.1%,3.8,29.6%,24.2
